id,data
88503,05-03-2015
88512,20-01-2009
88523,19-05-2011
88540,10-06-2008
88598,27-08-2015
88642,13-03-2011
88645,25-09-2009
88661,17-01-2011
88674,02-01-2009
88719,30-05-2010
88736,25-02-2010
88741,05-04-2008
88760,11-04-2010
88763,22-05-2008
88764,16-02-2012
88801,07-02-2009
88819,01-10-2009
88845,14-04-2011
88897,25-05-2012
88928,22-02-2010
88960,10-12-2009
89023,26-04-2012
89133,30-12-2011
89164,01-09-2011
89195,06-12-2008
89231,28-07-2012
89236,30-03-2009
89308,08-08-2009
89389,03-04-2008
89433,23-10-2009
89446,15-04-2011
89480,15-04-2008
89504,18-11-2010
89505,05-04-2008
89526,20-11-2009
89581,29-08-2009
89597,11-05-2010
89606,12-10-2010
89615,04-04-2010
89651,04-12-2009
89653,03-12-2009
89675,04-06-2010
89698,26-05-2011
89704,13-01-2010
89738,03-06-2011
89760,31-08-2008
89793,28-01-2009
89800,08-02-2011
89821,22-04-2010
89829,08-12-2011
89838,18-11-2010
89840,21-10-2010
89853,19-02-2010
89890,05-05-2010
89896,27-09-2008
89901,26-10-2010
89904,20-03-2011
89909,02-04-2011
89974,04-07-2011
89998,31-12-2011
90005,12-04-2011
90018,21-02-2012
90042,28-11-2009
90043,16-02-2010
90075,16-06-2011
90130,11-12-2011
90147,07-01-2010
90151,20-12-2011
90157,15-07-2010
90203,26-02-2010
90210,05-10-2009
90226,11-08-2010
90233,04-09-2008
90271,10-08-2009
90277,11-04-2008
90304,15-05-2013
90309,24-07-2010
90320,20-11-2010
90323,30-04-2008
90331,27-02-2009
90333,04-08-2012
90355,16-12-2011
90383,19-03-2012
90419,05-08-2009
90430,05-08-2012
90440,15-07-2010
90454,19-03-2010
90459,18-06-2009
90463,07-04-2009
90474,30-11-2009
90510,14-03-2011
90524,10-11-2011
90529,02-01-2011
90530,19-03-2011
90534,24-02-2012
90542,03-01-2011
90579,02-05-2011
90631,20-01-2009
90666,28-08-2008
90694,23-11-2011
90718,23-05-2009
90728,06-09-2011
90781,21-04-2012
90794,13-03-2009
90813,23-08-2010
90822,25-02-2011
90856,08-06-2011
90920,03-08-2010
90928,26-09-2011
91015,23-12-2011
91023,11-01-2012
91043,07-07-2010
91074,02-03-2012
91076,31-01-2011
91082,10-03-2008
91104,12-08-2010
91137,03-11-2009
91161,17-11-2011
91177,09-11-2010
91218,18-03-2012
91230,10-06-2009
91242,19-08-2011
91243,21-03-2009
91245,27-01-2012
91246,09-03-2010
91252,02-01-2010
91257,14-01-2009
91266,14-01-2010
91272,29-05-2008
91274,20-05-2008
91277,20-08-2010
91278,24-07-2011
91287,28-04-2009
91291,20-02-2011
91292,15-09-2008
91297,18-02-2012
91300,24-02-2009
91307,24-02-2009
91312,09-06-2012
91320,21-02-2011
91327,30-04-2012
91335,15-04-2010
91341,23-05-2012
91369,30-01-2010
91371,14-03-2010
91378,30-03-2011
91380,19-04-2012
91382,21-11-2008
91383,21-02-2011
91386,22-09-2011
91400,03-05-2008
91478,09-02-2012
91509,03-08-2010
91550,18-01-2010
91564,25-10-2009
91582,18-02-2011
91602,18-06-2010
91642,09-01-2011
91647,27-02-2008
91661,16-01-2009
91683,05-10-2009
91786,06-07-2012
91849,05-05-2009
91853,07-10-2008
91940,03-04-2011
92035,26-01-2009
92092,04-03-2011
92097,11-10-2010
92123,10-06-2011
92143,15-12-2008
92158,24-08-2011
92192,03-08-2010
92202,08-02-2010
92220,27-11-2009
92229,07-03-2012
92234,13-03-2012
92238,11-09-2010
92240,10-04-2012
92311,13-10-2008
92334,05-03-2009
92373,05-01-2010
92401,11-07-2010
92436,16-04-2011
92442,04-01-2012
92453,08-05-2012
92455,26-10-2008
92465,21-03-2010
92492,19-04-2011
92494,27-02-2008
92511,12-07-2010
92548,30-09-2009
92549,05-09-2009
92553,01-03-2011
92555,10-07-2011
92562,04-05-2011
92565,26-02-2011
92568,04-10-2010
92587,20-12-2011
92644,09-12-2010
92655,19-09-2008
92694,19-04-2012
92696,16-12-2009
92730,30-04-2012
92734,04-01-2011
92755,17-06-2010
92762,06-03-2008
92767,21-09-2009
92769,02-02-2009
92800,01-02-2011
92811,18-04-2009
92866,18-03-2010
92869,04-05-2009
92893,26-05-2009
92903,21-11-2010
92997,03-02-2010
93046,28-10-2010
93049,10-12-2010
93070,07-10-2010
93074,13-09-2010
93101,21-03-2011
93104,06-12-2011
93105,15-01-2009
93114,05-06-2011
93124,28-06-2010
93127,26-07-2010
93128,13-07-2010
93156,07-04-2011
93167,14-02-2012
93196,01-10-2008
93198,09-09-2011
93242,19-07-2010
93243,17-11-2011
93245,15-05-2008
93272,11-03-2010
93319,18-03-2010
93327,18-09-2011
93329,23-02-2009
93350,16-02-2009
93360,08-09-2009
93377,10-08-2011
93532,15-01-2011
93552,21-02-2012
93554,11-10-2009
93578,25-06-2009
93628,13-11-2011
93640,09-01-2009
93656,16-07-2010
93669,22-06-2010
93680,14-03-2010
93746,08-05-2011
93752,07-07-2011
93758,17-12-2010
93761,03-01-2011
93776,15-10-2009
93794,23-01-2012
93812,04-04-2011
93850,27-08-2011
93872,05-07-2011
93880,27-04-2011
93892,15-10-2010
93936,24-08-2011
93962,25-02-2011
93964,16-10-2011
94097,03-02-2010
94147,19-07-2008
94201,21-09-2010
94224,21-12-2011
94243,13-07-2009
94262,28-07-2008
94271,03-02-2010
94276,10-02-2010
94278,04-06-2012
94291,11-10-2011
94304,04-08-2012
94328,08-04-2011
94363,26-08-2011
94430,28-03-2011
94431,15-07-2010
94437,16-01-2012
94490,25-05-2008
94491,16-12-2008
94494,20-04-2011
94496,08-09-2010
94521,19-09-2010
94522,14-10-2011
94532,05-01-2009
94540,20-09-2010
94541,08-11-2008
94555,06-11-2010
94557,16-06-2011
94580,28-02-2010
94595,26-07-2011
94612,25-05-2010
94644,13-04-2011
94665,04-11-2008
94671,23-12-2010
94732,11-07-2012
94782,30-07-2011
94812,20-07-2012
94817,19-12-2011
94832,27-06-2008
94853,06-04-2011
94857,07-07-2009
94887,01-02-2012
94938,09-10-2010
94942,20-02-2011
94955,29-04-2011
94998,17-08-2011
95011,16-07-2010
95026,11-09-2009
95058,25-03-2011
95060,17-09-2011
95103,07-12-2011
95107,01-02-2011
95141,23-06-2011
95148,02-02-2012
95149,17-11-2010
95157,08-04-2009
95177,10-01-2012
95204,29-06-2010
95250,22-08-2011
95264,06-05-2012
95274,13-01-2012
95277,27-05-2010
95314,24-10-2011
95398,29-06-2010
95410,18-12-2010
95451,22-06-2008
95461,02-07-2012
95468,04-11-2010
95497,28-12-2010
95525,27-06-2011
95526,31-03-2010
95534,24-04-2011
95560,21-12-2011
95591,08-08-2011
95660,25-04-2012
95664,08-01-2009
95680,23-10-2011
95706,03-09-2010
95730,29-02-2008
95775,16-09-2009
95776,19-07-2011
95778,07-08-2009
95823,21-06-2011
95843,22-04-2011
95846,24-03-2011
95854,19-08-2010
95868,09-06-2009
95885,04-05-2012
95906,04-08-2012
95915,06-04-2010
95939,30-12-2010
96004,19-09-2008
96022,12-11-2008
96025,04-12-2010
96029,25-09-2010
96039,25-06-2010
96089,06-05-2009
96124,22-01-2009
96155,22-01-2012
96156,05-06-2011
96159,24-07-2009
96191,13-09-2010
96215,17-02-2011
96221,04-02-2011
96252,16-11-2009
96284,13-12-2011
96290,10-09-2008
96325,17-09-2010
96328,26-05-2011
96391,01-05-2010
96401,16-09-2010
96418,27-05-2012
96441,27-06-2012
96453,30-07-2010
96504,11-08-2009
96528,29-06-2010
96544,02-12-2011
96555,05-10-2009
96561,26-09-2011
96598,14-06-2010
96652,08-10-2011
96677,05-02-2012
96695,17-06-2008
96701,25-02-2011
96812,24-10-2009
96821,14-09-2010
96831,23-04-2009
96836,11-05-2012
96849,16-06-2011
96852,01-02-2011
96853,11-09-2011
96984,25-08-2009
97034,21-06-2011
97099,22-06-2009
97137,27-02-2009
97146,14-06-2008
97148,15-09-2011
97149,08-09-2010
97154,08-02-2011
97155,02-01-2011
97156,07-05-2008
97171,01-05-2012
97181,07-10-2011
97203,25-02-2012
97207,17-02-2010
97235,22-10-2010
97250,23-09-2009
97277,13-08-2009
97296,25-06-2010
97298,16-07-2012
97325,31-07-2012
97328,10-01-2009
97341,19-05-2010
97363,05-03-2009
97382,12-02-2011
97401,12-08-2009
97415,27-03-2012
97449,28-04-2009
97487,04-12-2011
97507,18-01-2012
97568,05-07-2012
97581,09-03-2012
97612,20-04-2011
97619,07-02-2012
97637,25-02-2009
97638,06-08-2010
97723,12-10-2011
97791,24-09-2011
97795,22-06-2012
97801,02-07-2012
97819,23-10-2009
97835,20-12-2010
97846,26-03-2018
97866,05-03-2009
97868,29-03-2010
97884,09-09-2008
97888,04-01-2009
97905,11-03-2009
97914,27-04-2009
97924,20-05-2011
97934,19-04-2009
97939,20-01-2011
97958,15-04-2010
98004,24-06-2012
98033,21-09-2010
98044,14-01-2009
98096,17-05-2009
98114,03-03-2011
98143,03-04-2008
98166,01-08-2009
98181,06-10-2010
98198,12-06-2012
98205,01-05-2011
98227,02-06-2012
98296,03-03-2012
98338,20-04-2009
98343,25-02-2008
98355,11-03-2010
98358,09-08-2011
98364,12-03-2010
98366,31-05-2009
98377,26-09-2011
98395,05-09-2011
98400,02-04-2011
98403,24-11-2011
98415,24-03-2012
98430,10-12-2010
98431,05-01-2010
98475,17-03-2009
98477,23-08-2010
98522,16-06-2008
98523,12-10-2011
98533,08-09-2011
98558,26-02-2009
98631,18-03-2010
98659,21-04-2011
98665,10-02-2010
98670,20-03-2010
98676,31-07-2012
98677,29-09-2009
98678,04-07-2009
98681,29-04-2009
98705,13-02-2012
98717,30-09-2010
98740,25-10-2008
98741,13-02-2009
98763,25-05-2009
98795,21-10-2009
98798,29-01-2011
98812,05-10-2010
98830,02-05-2008
98834,04-06-2008
98841,09-10-2008
98846,12-11-2008
98874,28-04-2010
98907,22-11-2009
98913,06-03-2009
98921,14-05-2010
98928,15-12-2010
98942,20-12-2010
98951,30-12-2009
98961,26-05-2008
98964,03-03-2011
98967,29-08-2011
98969,29-11-2009
98989,05-03-2010
99010,24-04-2012
99016,30-04-2009
99067,02-01-2011
99082,04-08-2009
99112,31-10-2010
99139,04-12-2009
99140,16-11-2010
99142,17-12-2009
99147,03-04-2012
99161,17-03-2012
99230,14-07-2012
99249,02-11-2010
99276,22-07-2008
99316,09-07-2012
99350,28-04-2012
99379,19-01-2011
99476,17-11-2009
99479,20-01-2011
99482,05-04-2011
99494,28-04-2012
99525,22-11-2010
99538,24-11-2011
99563,21-03-2010
99602,27-10-2008
99608,26-04-2008
99618,23-11-2011
99623,24-09-2008
99626,22-10-2010
99634,06-01-2012
99639,26-03-2011
99659,22-06-2008
99663,21-03-2012
99675,01-09-2008
99695,16-04-2008
99700,01-01-2012
99720,29-01-2010
99778,26-05-2009
99780,10-05-2009
99785,09-02-2010
99819,25-08-2009
99827,05-03-2010
99848,12-01-2011
99887,09-06-2010
99946,15-03-2009
99950,04-08-2009
99970,31-12-2010
99978,07-04-2010
99979,26-05-2011
99980,25-03-2011
100039,26-11-2011
100048,08-05-2008
100051,09-04-2010
100063,10-06-2009
100077,22-07-2008
100080,06-06-2012
100085,31-12-2009
100086,16-07-2009
100089,18-08-2009
100094,02-09-2010
100102,19-10-2010
100119,02-04-2010
100124,19-03-2009
100129,05-12-2008
100133,26-07-2010
100142,03-04-2011
100145,07-06-2010
100153,22-09-2011
100162,03-12-2008
100163,27-12-2010
100174,21-06-2012
100189,17-04-2008
100232,01-07-2011
100235,15-09-2008
100255,21-12-2010
100259,03-08-2009
100264,29-09-2010
100267,28-09-2010
100296,30-08-2010
100330,20-04-2010
100332,12-05-2010
100417,02-06-2010
100419,19-02-2010
100445,13-05-2010
100458,02-04-2011
100502,22-11-2010
100532,07-12-2010
100536,28-01-2011
100640,07-02-2012
100653,09-03-2011
100687,22-01-2011
100688,11-04-2011
100719,03-02-2010
100733,14-09-2011
100781,21-08-2009
100787,23-10-2008
100919,23-07-2012
100923,17-03-2011
100926,14-02-2012
100937,26-03-2010
100943,01-07-2009
100957,07-10-2008
100967,28-11-2009
100997,17-11-2008
101017,11-02-2011
101021,18-10-2009
101037,19-09-2008
101066,13-03-2009
101094,21-10-2011
101096,15-04-2012
101098,17-08-2008
101112,23-08-2011
101127,27-04-2009
101128,18-05-2009
101131,14-04-2008
101173,18-03-2009
101175,08-03-2010
101193,18-06-2009
101201,04-10-2010
101205,28-08-2008
101213,17-03-2009
101235,31-10-2011
101283,20-06-2011
101303,22-03-2011
101329,25-12-2008
101375,06-11-2010
101387,20-07-2012
101409,02-10-2010
101411,15-03-2012
101433,11-07-2011
101438,02-07-2008
101453,27-02-2011
101454,09-05-2011
101455,30-11-2010
101477,10-09-2010
101506,17-10-2011
101569,02-11-2010
101605,29-01-2012
101628,13-12-2011
101669,28-11-2010
101679,13-10-2009
101691,13-10-2010
101711,04-04-2011
101726,07-06-2011
101765,27-06-2011
101814,22-04-2011
101841,29-01-2009
101844,25-02-2008
101890,18-08-2011
101915,31-05-2011
101917,12-02-2009
101949,26-05-2009
101955,25-07-2010
102012,04-08-2012
102018,06-05-2010
102023,03-12-2009
102031,02-03-2009
102071,23-04-2012
102114,17-05-2011
102242,25-05-2011
102246,14-08-2009
102339,13-02-2009
102353,27-10-2009
102375,25-10-2009
102384,19-03-2011
102410,03-05-2012
102435,09-01-2009
102451,29-04-2010
102467,24-08-2008
102490,06-01-2011
102500,21-12-2009
102537,10-12-2010
102544,10-10-2009
102577,23-11-2011
102582,27-11-2010
102598,15-08-2010
102599,13-10-2011
102673,16-06-2008
102703,08-06-2011
102719,28-10-2010
102725,10-11-2011
102760,17-12-2011
102767,01-03-2011
102768,22-05-2008
102776,13-07-2009
102777,27-08-2009
102779,21-03-2011
102806,25-03-2011
102823,22-06-2010
102824,10-05-2009
102831,12-12-2009
102875,13-12-2008
102900,27-05-2010
102909,08-04-2008
102973,26-01-2012
102984,16-06-2011
102986,31-10-2010
102996,11-06-2009
103049,29-01-2012
103052,15-11-2008
103078,06-01-2010
103131,22-12-2010
103138,22-07-2011
103150,07-04-2010
103159,16-12-2011
103167,28-07-2011
103186,09-05-2010
103206,19-06-2011
103257,08-02-2011
103266,04-08-2012
103273,25-03-2011
103279,09-11-2010
103293,25-02-2011
103298,02-01-2010
103335,20-01-2011
103368,08-09-2010
103385,08-07-2009
103387,28-03-2010
103413,13-04-2008
103414,31-03-2012
103447,03-05-2011
103460,13-02-2012
103489,26-09-2011
103504,19-03-2009
103528,31-03-2011
103543,03-04-2012
103635,18-01-2010
103638,26-09-2009
103640,02-08-2010
103648,03-04-2008
103700,23-11-2011
103716,17-01-2011
103857,21-05-2009
103922,18-03-2011
103933,11-06-2010
103965,14-09-2010
103970,16-01-2011
103979,06-07-2011
104012,12-06-2010
104025,11-08-2010
104038,11-04-2010
104104,16-04-2012
104121,14-02-2010
104128,18-12-2011
104130,20-02-2011
104163,07-06-2010
104246,10-07-2010
104267,25-03-2008
104303,08-11-2011
104305,18-09-2009
104312,24-08-2009
104318,15-11-2010
104339,01-12-2010
104347,05-02-2012
104348,04-03-2010
104399,23-04-2011
104408,16-12-2011
104425,11-06-2009
104478,16-11-2009
104507,30-11-2008
104512,04-10-2008
104524,18-04-2011
104555,07-02-2011
104563,17-11-2010
104576,09-01-2010
104608,25-04-2009
104616,05-04-2009
104635,06-08-2009
104637,16-05-2011
104682,02-02-2011
104703,08-01-2011
104742,15-03-2011
104754,14-04-2011
104762,29-12-2010
104826,25-04-2009
104835,18-04-2012
104838,11-07-2011
104852,06-12-2010
104861,16-05-2012
104919,16-07-2009
104945,13-03-2011
104949,03-05-2010
104992,19-05-2008
105003,12-03-2011
105026,08-12-2009
105051,13-11-2009
105052,17-03-2011
105054,22-11-2011
105061,10-02-2011
105063,04-08-2012
105085,13-04-2008
105091,12-01-2010
105103,18-12-2009
105117,18-04-2011
105134,22-12-2008
105135,12-01-2010
105149,25-03-2011
105154,15-03-2010
105169,09-05-2009
105197,17-06-2008
105222,18-07-2010
105232,14-04-2011
105234,05-04-2012
105278,03-03-2012
105332,06-03-2011
105337,04-12-2009
105376,16-01-2010
105380,29-04-2010
105416,09-06-2011
105421,29-01-2011
105440,29-08-2011
105457,04-12-2011
105459,08-01-2012
105463,11-01-2011
105474,13-03-2010
105512,02-07-2010
105520,17-06-2009
105541,06-06-2012
105542,04-09-2010
105574,05-07-2008
105585,27-11-2011
105591,28-07-2011
105602,07-07-2011
105632,05-01-2011
105636,09-12-2009
105642,28-10-2010
105717,04-04-2010
105729,21-08-2010
105731,25-09-2010
105762,27-10-2009
105773,09-04-2010
105791,29-04-2011
105833,16-08-2008
105864,17-04-2010
105905,29-01-2009
105931,18-06-2010
105932,20-06-2009
105955,09-08-2011
105958,16-05-2012
105989,14-04-2011
106016,30-09-2011
106028,15-04-2011
106036,03-06-2012
106073,31-05-2009
106127,17-07-2012
106140,24-06-2011
106166,13-12-2010
106183,24-08-2010
106187,08-06-2011
106195,16-04-2009
106206,21-06-2011
106237,30-05-2012
106239,31-10-2009
106274,08-10-2009
106300,02-03-2010
106306,02-01-2011
106316,06-02-2011
106317,18-06-2008
106329,28-11-2010
106354,28-08-2008
106394,09-12-2010
106475,23-06-2011
106487,31-10-2011
106545,09-03-2012
106549,21-04-2010
106587,31-08-2011
106591,09-11-2010
106646,28-09-2010
106661,10-09-2010
106703,05-01-2012
106737,03-08-2010
106744,22-04-2010
106754,06-05-2008
106789,18-10-2010
106841,31-01-2011
106846,17-09-2010
106852,26-01-2010
106867,26-03-2011
106882,28-04-2011
106898,14-01-2012
106921,22-04-2010
106922,28-09-2017
106946,05-04-2011
106989,25-01-2012
107001,28-08-2011
107007,07-06-2012
107025,31-07-2009
107035,20-11-2011
107052,21-05-2012
107090,11-02-2012
107101,29-02-2008
107111,24-02-2011
107114,28-05-2010
107122,20-06-2011
107142,22-08-2009
107157,11-03-2009
107168,26-04-2012
107169,27-04-2009
107179,13-04-2009
107180,13-11-2009
107217,24-05-2011
107220,20-08-2009
107236,20-07-2012
107275,09-06-2011
107289,19-09-2011
107301,06-12-2011
107338,06-05-2010
107410,22-11-2009
107427,13-08-2010
107451,25-04-2009
107473,21-08-2011
107500,15-12-2009
107512,18-01-2012
107517,15-04-2010
107534,30-01-2012
107548,18-03-2011
107551,21-10-2009
107562,28-04-2011
107588,31-01-2010
107603,02-05-2011
107627,20-06-2010
107686,30-09-2010
107695,26-11-2009
107714,15-09-2011
107819,28-07-2012
107822,30-06-2011
107868,24-06-2009
107902,29-12-2010
107923,20-07-2011
107976,10-03-2009
107977,23-03-2009
108006,26-03-2008
108050,20-09-2008
108068,23-02-2008
108071,10-09-2011
108119,07-10-2010
108122,18-06-2009
108129,04-08-2012
108211,16-08-2010
108226,05-04-2009
108257,22-02-2011
108327,02-06-2008
108334,04-11-2010
108391,31-03-2012
108399,25-05-2010
108405,10-10-2011
108411,10-08-2010
108425,04-12-2011
108468,17-08-2009
108469,28-01-2011
108478,16-07-2010
108494,23-11-2010
108532,05-05-2011
108533,04-06-2010
108549,08-09-2011
108558,17-06-2010
108570,12-09-2009
108574,06-06-2011
108580,26-08-2009
108628,29-04-2010
108632,25-11-2011
108742,12-02-2011
108750,28-02-2012
108752,10-01-2012
108765,04-06-2010
108769,29-07-2011
108786,31-03-2011
108787,23-08-2011
108792,21-03-2011
108806,25-06-2011
108807,21-10-2011
108829,17-04-2008
108840,26-06-2009
108861,15-09-2010
108871,09-07-2009
108915,29-11-2011
108926,03-07-2011
108932,23-12-2011
108965,23-10-2008
108984,07-05-2011
108986,28-09-2010
108997,05-11-2009
109004,29-01-2012
109028,07-10-2008
109041,20-11-2011
109143,05-11-2008
109149,10-10-2010
109151,26-08-2011
109156,01-10-2009
109163,05-09-2009
109164,11-09-2011
109168,27-03-2010
109218,23-03-2012
109239,23-11-2010
109243,14-04-2010
109249,21-06-2010
109252,19-06-2011
109258,11-06-2011
109261,01-09-2009
109271,04-08-2012
109274,07-10-2009
109276,30-09-2010
109316,14-04-2010
109338,30-07-2011
109348,12-12-2011
109351,08-01-2012
109365,14-09-2010
109384,29-06-2009
109426,18-05-2011
109452,19-10-2009
109502,27-03-2012
109511,24-05-2008
109591,07-09-2011
109624,17-11-2008
109626,23-05-2011
109681,14-06-2011
109710,05-02-2012
109712,30-07-2008
109747,07-01-2012
109755,03-03-2011
109760,15-09-2008
109763,11-05-2009
109792,21-02-2012
109793,21-11-2011
109849,27-01-2009
109894,02-08-2010
109898,21-02-2012
109913,05-05-2012
109919,15-02-2011
109952,06-03-2011
109990,10-06-2011
110045,20-04-2009
110051,17-08-2010
110052,26-01-2011
110059,04-01-2011
110067,19-04-2010
110072,21-12-2009
110145,13-02-2012
110156,08-03-2011
110160,23-02-2010
110161,08-06-2010
110179,13-12-2011
110187,09-10-2010
110197,04-08-2010
110204,07-09-2011
110240,16-10-2011
110266,17-03-2010
110269,22-07-2011
110284,07-08-2008
110287,08-01-2009
110350,21-11-2010
110371,02-08-2011
110373,03-08-2012
110400,03-09-2010
110417,02-10-2009
110439,26-08-2010
110470,13-01-2010
110518,19-05-2010
110570,15-02-2011
110668,29-08-2011
110764,22-07-2011
110771,21-08-2015
110785,10-03-2011
110817,22-07-2010
110818,16-02-2012
110820,03-02-2010
110828,28-07-2011
110829,21-10-2009
110862,16-11-2010
110897,05-05-2009
110904,08-02-2010
110962,20-05-2010
111000,07-07-2010
111032,18-11-2010
111042,10-12-2009
111043,05-03-2008
111051,17-07-2010
111054,21-09-2008
111056,11-03-2008
111159,09-02-2012
111168,12-02-2012
111196,07-08-2012
111197,06-03-2010
111214,08-06-2012
111244,07-05-2012
111305,27-02-2008
111315,01-04-2011
111328,30-12-2010
111342,27-03-2010
111343,29-12-2010
111349,16-09-2010
111368,06-10-2010
111374,01-09-2011
111383,09-03-2011
111385,14-05-2009
111392,21-10-2008
111394,13-09-2011
111397,07-03-2011
111457,06-08-2011
111464,27-01-2010
111497,03-10-2010
111527,11-01-2010
111528,07-04-2010
111562,13-10-2010
111568,03-01-2012
111574,04-12-2011
111575,04-08-2012
111576,05-12-2010
111606,23-09-2009
111607,22-02-2011
111608,02-03-2011
111648,27-05-2010
111649,24-08-2010
111693,18-04-2011
111725,13-02-2010
111749,17-01-2011
111776,15-03-2012
111792,28-05-2010
111855,09-07-2011
111868,26-02-2011
111902,08-07-2011
111925,04-12-2009
111993,09-07-2011
111996,04-12-2011
112041,08-12-2009
112062,11-09-2008
112075,08-06-2009
112076,30-04-2009
112104,17-05-2008
112163,09-09-2009
112198,24-08-2011
112214,26-06-2010
112232,28-12-2011
112249,08-10-2011
112256,28-11-2009
112292,08-10-2011
112307,15-11-2010
112311,25-12-2008
112341,22-10-2010
112370,05-11-2010
112382,04-08-2012
112385,30-07-2010
112484,23-11-2011
112579,16-05-2011
112584,07-05-2010
112601,25-06-2012
112612,04-10-2010
112618,17-01-2011
112619,09-04-2012
112620,11-10-2010
112630,02-07-2012
112659,20-07-2009
112671,14-03-2011
112695,23-03-2009
112696,30-12-2009
112703,02-11-2011
112711,06-08-2008
112744,09-11-2011
112783,16-11-2009
112808,08-09-2011
112821,06-09-2010
112836,25-02-2008
112868,02-12-2011
112938,09-08-2010
112959,28-04-2008
113082,05-12-2009
113114,09-12-2009
113115,02-07-2009
113122,17-10-2008
113133,13-04-2008
113136,30-01-2010
113214,13-03-2012
113216,19-05-2012
113217,25-12-2009
113227,26-10-2010
113262,09-06-2010
113265,13-07-2008
113273,12-05-2011
113279,07-02-2010
113280,05-03-2012
113281,14-03-2012
113282,17-09-2009
113284,05-09-2009
113286,04-03-2010
113301,10-03-2009
113316,21-08-2009
113325,07-04-2011
113338,27-02-2008
113360,21-06-2010
113381,17-09-2010
113384,27-10-2010
113398,26-02-2010
113405,19-07-2010
113416,09-11-2009
113430,19-04-2011
113446,22-09-2010
113453,26-11-2008
113499,29-06-2010
113506,31-10-2010
113514,20-05-2009
113518,19-11-2008
113520,27-02-2009
113523,25-03-2009
113547,26-11-2008
113552,21-02-2011
113558,12-08-2011
113560,25-02-2010
113577,07-07-2010
113603,18-03-2009
113611,24-01-2009
113708,25-03-2009
113781,14-06-2011
113791,22-03-2012
113793,15-02-2011
113794,03-06-2011
113817,11-06-2012
113847,03-03-2012
113876,01-12-2008
113887,26-02-2010
113908,22-11-2009
113917,15-10-2008
113955,02-05-2010
113957,23-11-2009
113981,20-03-2010
114032,25-07-2011
114094,22-09-2010
114115,17-08-2010
114126,12-02-2010
114136,01-07-2012
114149,25-01-2011
114199,13-09-2009
114204,02-07-2010
114234,01-09-2008
114310,14-03-2015
114323,29-12-2009
114329,07-06-2008
114332,05-02-2010
114334,06-09-2009
114365,04-03-2012
114495,04-02-2010
114513,25-03-2011
114526,05-04-2008
114543,06-02-2010
114565,20-11-2009
114621,05-09-2011
114638,15-04-2011
114649,26-04-2010
114672,13-05-2012
114701,16-11-2009
114724,25-03-2011
114752,11-04-2012
114769,05-08-2008
114789,14-07-2012
114790,11-01-2009
114821,06-11-2011
114823,17-07-2009
114830,31-07-2011
114839,11-06-2012
114861,12-08-2011
114862,15-11-2010
114875,29-08-2010
114877,11-07-2012
114940,07-03-2011
114959,09-02-2010
114973,20-04-2012
114997,01-06-2011
115034,20-05-2010
115066,03-09-2010
115084,01-12-2011
115128,10-03-2009
115146,18-09-2009
115190,14-11-2009
115198,15-11-2009
115207,23-02-2010
115220,24-10-2009
115230,24-10-2011
115315,06-11-2010
115366,25-11-2010
115371,03-06-2010
115401,25-09-2011
115406,23-02-2010
115409,01-08-2010
115455,20-12-2009
115471,05-10-2008
115490,21-02-2011
115492,04-01-2011
115493,19-11-2010
115503,27-09-2008
115506,16-11-2011
115529,29-09-2011
115543,01-12-2009
115557,24-05-2011
115562,20-06-2010
115604,08-02-2011
115629,07-05-2009
115672,04-01-2010
115723,01-11-2011
115728,17-01-2011
115733,05-01-2010
115749,12-05-2008
115760,06-04-2011
115766,29-03-2011
115810,07-03-2009
115819,27-03-2009
115826,31-07-2011
115878,28-09-2008
115879,25-10-2010
115908,09-11-2010
115952,06-08-2011
115989,27-11-2011
116075,03-06-2009
116088,18-04-2008
116089,12-01-2011
116197,26-03-2011
116208,16-06-2009
116244,28-06-2012
116291,27-07-2011
116336,22-09-2010
116355,26-06-2009
116462,08-11-2011
116474,30-05-2012
116502,17-04-2012
116552,06-07-2011
116561,03-04-2008
116567,09-07-2010
116580,20-07-2011
116609,17-02-2011
116658,14-11-2009
116676,16-03-2012
116704,25-04-2008
116733,07-11-2010
116757,20-08-2008
116776,28-11-2011
116779,23-08-2010
116806,08-06-2010
116820,04-08-2009
116875,08-10-2009
116912,02-03-2009
116936,07-12-2009
117060,14-07-2011
117062,25-08-2008
117100,10-10-2010
117107,06-04-2009
117120,05-09-2010
117121,15-08-2009
117130,18-07-2009
117137,20-01-2012
117152,04-03-2009
117167,23-06-2010
117258,09-03-2009
117260,04-05-2011
117268,16-09-2010
117271,08-02-2011
117272,13-07-2009
117279,13-04-2009
117287,26-03-2011
117289,25-05-2009
117294,17-02-2011
117300,20-05-2011
117320,15-02-2009
117330,23-10-2008
117396,24-03-2012
117407,29-05-2011
117416,28-01-2010
117421,20-10-2010
117451,03-06-2010
117491,22-06-2010
117509,14-10-2011
117555,06-12-2010
117577,04-07-2012
117590,30-09-2011
117620,05-01-2012
117664,06-04-2010
117665,06-09-2008
117668,19-04-2011
117719,10-10-2011
117720,21-10-2009
117764,23-10-2008
117844,29-12-2009
117871,20-01-2011
117890,28-10-2010
117901,24-11-2010
117954,09-02-2012
118016,21-01-2010
118105,05-10-2011
118153,19-04-2011
118175,23-08-2011
118214,29-05-2010
118220,17-03-2011
118277,15-09-2011
118287,11-07-2010
118326,13-07-2011
